CLIENTNUM,Attrition_Flag,Attrition_Type,review,date,City,zipcode,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
708706833,Attrited Customer,Voluntary,"I've had an argos card for many years but recently I've notice they don't apply your payment correctly I mostly buy on bnpl and clear it in time the odd occasion I've had to put things, on normal credit, now when you pay your minimum payment amount or more they actually take it off the bnpl and not normal credit so they can put interest on for the next month for example I recently paid the full amount on the normal credit because they say I will incur £100 plus interest the following month but then I look on my statement to see they deducted that from a bnpl which ends in 4months! So I rang and as usual you can't speak to anyone. And I pay interest! So warning NEVER EVER use your argos card on a normal credit try to do it bnpl or not at all they scam you out of 100s unnecessarily!! Lesson learnt for me! ??",29-Mar-25,Halifax,K0B1R0,39,F,3,Uneducated,Divorced,Unknown,Blue,36,4,3,3,2809,0,2809,0.854,2466,40,0.538,0,0.99691,0.00308778
710555433,Attrited Customer,Voluntary,I am outraged that Truspilot is notÖ Warning! Argos credit card scams people,22-Mar-25,Cranbrook,K0C1G0,42,F,4,Graduate,Single,Less than $40K,Blue,36,6,2,2,2803,0,2803,0.623,2216,40,0.6,0,0.99169,0.00831
714035283,Attrited Customer,Voluntary,People should start a class action lawsuit and take Argos to court!,22-Mar-25,Regina,K0C1H0,56,F,1,Post-Graduate,Married,Less than $40K,Blue,36,6,2,2,2802,2256,546,0.615,2371,46,0.353,0.805,0.99211,0.00789
806140383,Attrited Customer,Voluntary,The Argos credit card is hopeless and dangerous especially if someone has a good credit history or not.,22-Mar-25,Camrose,K0C1R0,59,M,2,High School,Single,$80K - $120K,Blue,54,3,2,2,2791,2396,395,0.889,2658,43,0.344,0.858,0.99104,0.00896
713597658,Attrited Customer,Voluntary,I would get in trouble for applying for an Argos credit card.,22-Mar-25,Truro,K0C1V0,36,F,3,Uneducated,Single,Less than $40K,Blue,22,3,3,1,2784,2378,406,0.525,2021,57,0.676,0.854,0.99143,0.00857
717072108,Attrited Customer,Voluntary,After reading all the reviews I was put off by the thought of applying.,22-Mar-25,Truro,K0C1Z0,50,F,2,Unknown,Single,$40K - $60K,Blue,36,3,3,2,2762,0,2762,0.684,2571,44,0.419,0,0.99497,0.00503
802243458,Attrited Customer,Voluntary,I feel sorry for all the people who have an Argos credit card!,22-Mar-25,Montreal,K0C2A0,48,M,2,Doctorate,Single,$40K - $60K,Blue,42,6,3,2,2760,0,2760,0.576,1759,34,0.214,0,0.99617,0.00382633
709563258,Attrited Customer,Voluntary,"I have to agree with all the other recent negative comments. The advantages of paying by card have been substantially reduced and it is impossible to contact them on anything other than an order. The final straw is that they have moved to AnyDay, a company I have had bad dealings with before, causing me to cancel my Waitrose card. Like is too stressful to have issues with contacting a retailer and I have noticed that their prices on many things are no longer competitive. I have cancelled my card like many others and many yet to come I suspect.",15-Mar-25,Moose Jaw,K0C2K0,50,F,2,Uneducated,Single,Unknown,Blue,41,2,3,2,2751,2253,498,0.497,2108,40,0.481,0.819,0.99462,0.00538
720742083,Attrited Customer,Voluntary,And I request to increase credit limit but they donít increase Crecit limit while Iím eligible for 25k loan with Lloyds and all other banks are offering me.,23-Feb-25,Canmore,K0E1C0,48,F,4,Unknown,Married,Less than $40K,Blue,36,4,3,3,2740,2425,315,0.816,2431,46,0.394,0.885,0.99714,0.00285845
720519333,Attrited Customer,Voluntary,I will suggest if you thinking to purchase more then thousand pound things with Argos then try another options because they will not offer more then £800.,23-Feb-25,Port Alberni,K0E1V0,59,F,2,Unknown,Single,Unknown,Blue,45,1,3,3,2721,1885,836,0.853,2594,48,0.455,0.693,0.997,0.00299743
712925808,Attrited Customer,Voluntary,"Just had a message from argos saying ""my card is up for renewal but they have looked at my account and won't renew it"" I have been with them about 8 years with no problems always pay on time, but the last 2 payment they asked for it earlier than usual and saying 2 late payment, they have gone down hill terrible company, I am not interested in another card , I have been paying regualy but my balance don't seem to go down, this company needs looking into. Rip off company.",13-Feb-25,Selkirk,K0E1W0,51,F,1,Unknown,Married,$40K - $60K,Blue,36,2,3,2,2710,0,2710,0.999,4724,60,0.395,0,0.99464,0.00536
715516458,Attrited Customer,Voluntary,"I set up a direct debit in December so I wouldn't miss my first payment in January. I received a text the day after payment should have gone through saying it's late. Turns out you have to allow a full month for DD to be set up. They wouldn't waive the late payment charge, which was twice the amount of my minimum payment. Great customer service, makes me feel really valued lol.",25-Jan-25,London,K0G1G0,42,F,1,High School,Married,$40K - $60K,Blue,36,5,3,2,2705,2430,275,0.698,2602,43,0.433,0.898,0.99395,0.00605
719821908,Attrited Customer,Voluntary,Argos card has gone really bad since it has been taken over. As should have kept all the conditions as they were. Instead of changing everything as was good before they changed n got taken over by a third party ????,22-Jan-25,Toronto,K0G1L0,38,F,2,High School,Single,Less than $40K,Blue,16,2,1,2,2703,0,2703,0.882,2752,43,0.433,0,0.98167,0.01833
787493808,Attrited Customer,Voluntary,Argos card has gone down hill,22-Jan-25,Ottawa,K0G1N0,48,F,4,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,2700,2480,220,0.686,2396,49,0.531,0.919,0.99169,0.00831
708519108,Attrited Customer,Voluntary,Poor customer service infect there is no customer care service at you just type pad are trying to explain to a BOT unreal,20-Jan-25,Thompson,K0G1S0,46,F,1,Graduate,Married,Unknown,Blue,24,3,3,2,2694,1576,1118,0.494,2041,57,0.9,0.585,0.99411,0.00589
710481333,Attrited Customer,Voluntary,"I have had my Argos card since 2017 always paying it off in full and on time to avoid the deferred interest. More recently they added a small amount of interest as a payment was allocated to a different statement balance. Not happy it will be the first and last £4.26 you rob from me. Attempted to enquire with customer services for resolution only to be met with rude, arrogant and disrespectful staff members. Wholly unprofessional. I am not enamoured with the NewDay take over either. There are items of far superior quality from other well known stores for less and with outstanding customer service. Iím out!",11-Jan-25,St. John's,K0G1V0,50,F,4,High School,Married,Less than $40K,Blue,36,5,3,5,2690,1614,1076,0.513,2272,57,0.541,0.6,0.9989,0.00109664
778601733,Attrited Customer,Voluntary,Unprofessional,11-Jan-25,Cochrane,K0H1B0,55,F,3,High School,Single,$40K - $60K,Blue,47,5,4,3,2687,1689,998,0.714,2370,34,0.789,0.629,0.9973,0.00270332
708797583,Attrited Customer,Voluntary,Punishes customers for paying?,6-Jan-25,Port Alberni,K0H1G0,49,F,4,Unknown,Single,Unknown,Blue,31,6,3,3,2672,0,2672,1.038,2576,39,0.5,0,0.99714,0.00285845
813804783,Attrited Customer,Voluntary,... however in recent times they have gone way downhill I have an immaculate credit score and always manage to pay things off early recently (this has happened 3 times) I make a payment early that will be on a 3 or 6 month plan then all of a sudden they decide to change this to normal credit! How the hell is this fair on your customers especially the ones that really want to make sure things are always paid off!,6-Jan-25,Kelowna,K0H1H0,41,F,1,High School,Single,$40K - $60K,Blue,36,4,3,3,2667,0,2667,0.494,4399,54,0.862,0,0.99639,0.00360858
794719983,Attrited Customer,Voluntary,surely this cant be legal if i had agreed to a certain plan you shouldn't chance it beware and stay away from these shady and immoral buisness practices!,6-Jan-25,Canmore,K0H1P0,44,F,4,High School,Unknown,Less than $40K,Blue,38,2,2,3,2616,2505,111,0.828,2576,42,0.5,0.958,0.9949,0.0051
716643033,Attrited Customer,Voluntary,Not to mention when they put things on a normal credit they add interest? Why because I decided I wanted to pay?!,6-Jan-25,Innisfil,K0H1Z0,41,F,2,Graduate,Married,Less than $40K,Blue,31,3,3,3,2580,2137,443,1.056,2981,40,0.481,0.828,0.99671,0.00329379
715194183,Attrited Customer,Voluntary,"I have been an Argos card holder for years. It's been great for small household items, as the interest free credit below £100 has ensured I've purchased items there. However, now this only kicks in over £99 for 3 months and £199 for 6. Small items are charged at 34.9%. I'll use my much cheaper (interest free) credit card instead.",6-Jan-25,Truro,K0H2L0,53,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,4,2575,411,2164,0.833,2423,43,0.593,0.16,0.99824,0.00175907
714045783,Attrited Customer,Voluntary,"+ 0.66 interest on 23/01/25.No mention of any payment + late payment I had made in December 2024.The cheque I sent you has cleared.Why would you not have that last payment made on the account printed on the statement? Hopefully you can provide some clarity? Shocking customer service.Argos will now no longer provide a service online @ My Argos card.You either need to pay on a App or Cheque.Hopefully I will not have to deal with these pirates in the near future.I rang your automated line tonight, the recorded voice on the phone sounded abysmal.Argos are stuck in a time warp! Good luck to Customers, who like me have had the misfortune to have a credit card with them!",4-Jan-25,Val-d'Or,K0H2R0,37,F,2,Graduate,Married,$40K - $60K,Blue,29,2,2,6,2547,1965,582,0.535,2160,46,0.353,0.771,0.99899,0.00100677
712159083,Attrited Customer,Voluntary,Abysmal,4-Jan-26,Happy Valley-Goose Bay,K0H2T0,58,F,4,Unknown,Married,Less than $40K,Blue,46,2,3,3,2536,0,2536,0.917,901,35,0.522,0,0.99714,0.00285845
711323283,Attrited Customer,Voluntary,"I owned a Argos credit card, paid the Balance outstanding by cheque £1,065.02. In November 2024.I then received a statement to advise my November payment by cheque which according to Argos did not arrive in time by 23rd.Argos then charged me a late payment & a further monthly interest payment.I then paid this amount by cheque In mid December.I then received a statement today 04/01/25 to advise I need to pay 39.05",4-Jan-27,Sept-√É≈Ωles,K0H2V0,57,M,2,Uneducated,Married,$60K - $80K,Blue,41,3,3,2,2527,1030,1497,0.714,2767,43,0.387,0.408,0.99462,0.00538
710666583,Attrited Customer,Voluntary,Big con. Store card you can only pay with your debit card and you can't do balance transfers. AVOID!!! READ ALL NEGATIVE FEEDBACK ON HERE,24-Dec-24,Whitehorse,K0J1C0,29,F,1,Uneducated,Single,Less than $40K,Blue,36,3,2,4,2516,2312,204,0.625,2321,36,0.5,0.919,0.99684,0.0031619
720991833,Attrited Customer,Voluntary,You donít deserve the one star Argos. Will no longer be using Argos now that newday have taken over this card. You donít get the 6 / 12 interest free now as much as you did. Sorry but Iím out.,8-Dec-24,Kitchener,K0J1E0,48,F,2,Doctorate,Married,Less than $40K,Blue,36,4,3,4,2514,2090,424,0.842,2603,53,0.606,0.831,0.99866,0.00133669
711245433,Attrited Customer,Voluntary,You donít deserve the one star Argos,8-Dec-24,Oshawa,K0J1L0,50,F,4,Graduate,Single,Unknown,Blue,41,5,3,3,2509,0,2509,0.702,2281,41,0.367,0,0.99686,0.00314112
713945883,Attrited Customer,Voluntary,Really annoyed with this company firstly after taking out a card I'm told they have sold the card to another company then since charged twice for a purchase that I'm sure they were trying to charge interest on Also when I made another payment it was took off so paid three times then the next purchase was left on.,30-Nov-24,Victoria,K0J1N0,62,F,2,Graduate,Married,Less than $40K,Blue,52,4,2,2,2490,513,1977,0.678,864,20,0.333,0.206,0.99129,0.00871
720962208,Attrited Customer,Voluntary,"The worst customer service I have ever spoken with. pay my acc every month . Even tho I'm payin it they said pay a bit more 2.5the min amount. So I did now they say that I should of payed it a month behind in Oct when I only entered an agreement in Nov, am I meant to read 18 days into the future...... Joanne who is a manager has now sent my acc to the debt complaints team Even tho I am up to date . Argos need to sort out there stuff ASAP or they will be like woolworths GONE !!!!!!!",19-Nov-24,Red Deer,K1B3Y1,42,M,2,Post-Graduate,Married,$60K - $80K,Blue,27,2,2,2,2476,2250,226,0.969,4659,48,0.6,0.909,0.99259,0.00741
713717283,Attrited Customer,Voluntary,"I've had my Argos card for 8 years, it's the only card I use and found the service brilliant. But unfortunately they have sold out to Newday therefore I will no longer be a customer. I have have experiences with Newday when they took over a credit card I had years ago and it was terrible, I paid it off in full. The interest they were charging was unacceptable. Sorry Argos, I'm out.",13-Nov-24,Camrose,K1B5B4,40,F,3,Unknown,Single,$40K - $60K,Blue,29,3,3,3,2473,2332,141,0.293,1738,32,0.455,0.943,0.99711,0.00288892
808903308,Attrited Customer,Voluntary,"It's with a very heavy heart I'm leaving a 2 star review ,Argos card use to be great bnpl on 3,6 months over 50 for 3 over 100 for 6 but then they took the 6 away and put in 12 months but you had to buy one item amounting to 199 oh ok wasn't pleased but I made it work but now there just taken the Pixx you now have to spend 499 so 500 quid on 1 item to get the 12 month one CMON ARGOS GET A GRIP WITH REALITY AND THE PPL THAT ARE USING THESE CARDS I've been with Argos card for 15 years but they have definitely lost my costum and believe me I won't be the only one",9-Nov-24,Innisfil,K1B5C2,54,F,1,Unknown,Married,$40K - $60K,Blue,49,4,3,6,2471,0,2471,0.722,2519,35,0.522,0,0.99938,0.00061767
714384783,Attrited Customer,Voluntary,Got TV at 12month free interest having making monthly payments.. and planing to pay for it fully 1 week after the plan had finished..it's the only way we could do it.. thinking only a week interest.. would of gone on it but the day after we was slapped with 150pound Interest the day after the plan finished... phoned and they no what there doing scamers...,21-Oct-24,Terrace,K1B5K1,59,F,1,Graduate,Married,Less than $40K,Blue,36,2,3,3,2468,0,2468,0.5,2017,37,0.762,0,0.99649,0.00350838
711531858,Attrited Customer,Voluntary,Absolutely crap! The app you cannot set up a DD. Doesnt send notifications until you missed a payment. Save your card details and it gets deleted. Cant set up to pay min unless you call. Statements wont load. Customer services are some numbnut with their own app for their personal account working from home. Disgusting. Make it impossible for you to make payment but quick to wreck ur credit file with a missed payment. No! Bye bye,11-Oct-23,High River,K1B5K6,48,F,4,Unknown,Married,Less than $40K,Blue,41,3,3,3,2447,1267,1180,0.449,2132,37,0.37,0.518,0.99714,0.00285845
712125258,Attrited Customer,Voluntary,I would like to point out to Argos that I have recently become unhappy with the Argos card it's took me over an hour to purchase something in using this card because every time I try and put my details in it changes and not able to put my name in this is embarrassing Argos as now I will buy nothing else with this card you will be paid off and I will not use you again I have always paid on time and this is what I get from you not acceptable,27-Sep-23,Val-d'Or,K1B5L2,46,M,4,High School,Married,$120K +,Blue,30,3,3,3,2442,0,2442,0.98,701,19,0.727,0,0.99677,0.00323086
